t,V10,V47k,V94k,V220k,V672k
-0.00001658,0.0076,0.0052,-0.0024,0.0052,0.0076
-0.00001656,0.0104,0.0088,0.0012,0.0112,0.0096
-0.00001654,-0.0004,0.0072,-0.0052,0.0104,0.012
-0.00001652,0.0012,0.0052,-0.0016,0.0088,0.014
-0.0000165,-0.008,0.006,-0.0064,0.0012,0.014
-0.00001648,-0.0016,-0.0008,-0.0056,0,0.0132
-0.00001646,-0.006,-0.0032,-0.0072,-0.0056,0.0104
-0.00001644,0.0036,-0.0112,-0.0024,-0.0068,0.002
-0.00001642,0.004,-0.006,0.002,-0.0092,0.0044
-0.0000164,0.0128,0.002,0.008,-0.008,0.0052
-0.00001638,0.0096,0.006,0.0104,-0.0036,0.0084
-0.00001636,0.0052,0.0092,0.0056,-0.002,0.0104
-0.00001634,0,0.0064,0.0012,0.0032,0.0096
-0.00001632,-0.0052,0.0112,-0.0036,-0.0016,0.0068
-0.0000163,-0.0068,0.0096,0.0008,0.0024,0.0036
-0.00001628,-0.0064,0.0128,-0.0052,-0.0008,0.0024
-0.00001626,-0.0036,0.0036,0.0008,0.0024,-0.0028
-0.00001624,0.0028,-0.0028,-0.0004,0.0016,-0.0012
-0.00001622,0.0072,-0.0092,0.0084,0.0016,0.002
-0.0000162,0.0108,-0.012,0.0032,0,0.0068
-0.00001618,0.0048,-0.0076,0.004,0.0028,0.0112
-0.00001616,0.0044,-0.0088,-0.0024,0.0008,0.0136
-0.00001614,-0.0036,-0.0008,-0.0016,-0.004,0.0128
-0.00001612,-0.0036,0.0008,-0.0056,-0.0064,0.0092
-0.0000161,-0.0088,0.0084,-0.0036,-0.0088,0.0048
-0.00001608,-0.0068,0.0064,-0.0032,-0.002,0.0012
-0.00001606,-0.0084,0.004,0.0028,-0.002,-0.0068
-0.00001604,-0.0012,-0.0024,0.0024,0.0016,-0.004
-0.00001602,-0.0024,-0.004,0.0088,0.0032,-0.004
-0.000016,0.0052,-0.0028,0.002,0.0032,0.0012
-0.00001598,-0.0016,-0.0008,0.0012,0.006,0.0028
-0.00001596,0,0.0024,-0.0052,0.0024,0.0088
-0.00001594,-0.002,-0.0004,-0.0024,0.0008,0.0096
-0.00001592,-0.0044,0.0052,-0.0076,-0.0012,0.0128
-0.0000159,-0.0024,0.0024,-0.0024,-0.0008,0.0088
-0.00001588,-0.006,0.002,-0.0064,0.0012,0.0084
-0.00001586,-0.0008,-0.0064,0.0016,0.0012,0.0056
-0.00001584,-0.0004,-0.0116,0.0044,0.0016,0.0064
-0.00001582,0,-0.0124,0.0084,-0.0008,0.0068
-0.0000158,-0.0004,-0.0068,0.0052,0.0008,0.0052
-0.00001578,-0.002,0.0008,0.004,-0.0036,0.008
-0.00001576,-0.0012,0.002,-0.0008,-0.0028,0.0052
-0.00001574,-0.0024,0.0064,-0.0012,-0.0084,0.0108
-0.00001572,0.0008,0.0128,-0.0044,-0.0032,0.0056
-0.0000157,-0.0008,0.0104,-0.0044,0.0004,0.0064
-0.00001568,0.0008,0.002,-0.0032,0.0064,0.004
-0.00001566,0.0044,-0.006,0.0012,0.0092,0.0088
-0.00001564,0.0056,-0.0088,0.0036,0.0068,0.0084
-0.00001562,0.0064,-0.0092,0.0052,0.0088,0.012
-0.0000156,0.0012,-0.0116,0.0044,0.0048,0.0108
-0.00001558,-0.0012,-0.008,0.0028,0.0008,0.0128
-0.00001556,-0.0052,-0.0048,0.0028,-0.0068,0.006
-0.00001554,-0.0068,0.0024,-0.0012,-0.0108,0.0088
-0.00001552,-0.0056,0.0024,0,-0.0096,0.0036
-0.0000155,-0.002,0.0048,-0.0048,-0.006,0.0048
-0.00001548,0.0028,0.0004,-0.0008,0,0.0024
-0.00001546,0.0056,0.006,0.0004,0.0032,0.0096
-0.00001544,0.0052,0.006,0.0032,0.0064,0.0084
-0.00001542,0.0048,0.0064,0.0028,0.008,0.008
-0.0000154,-0.0032,0.0016,-0.0004,0.008,0.0052
-0.00001538,-0.0044,-0.0004,-0.004,0.0044,0.0064
-0.00001536,-0.0068,0.0004,-0.0036,0.0028,0.0064
-0.00001534,-0.0052,0.0008,-0.0028,-0.0008,0.0092
-0.00001532,-0.0024,0,-0.0028,-0.002,0.008
-0.0000153,0,-0.0052,0.0008,-0.0024,0.0068
-0.00001528,0.0036,-0.0016,0.004,-0.0032,0.0076
-0.00001526,0.0036,-0.0048,0.0068,-0.002,0.0096
-0.00001524,0.002,0.004,0.004,-0.0004,0.0148
-0.00001522,0.0012,-0.002,0.0008,0.0012,0.0128
-0.0000152,-0.0032,0.0088,-0.0036,-0.0008,0.0108
-0.00001518,-0.0024,0.006,-0.0056,-0.002,0.0084
-0.00001516,-0.0032,0.0136,-0.006,-0.006,0.0052
-0.00001514,-0.0028,0.0092,-0.0036,-0.0028,0.0036
-0.00001512,0.0024,0.0072,-0.0024,-0.0016,0.0024
-0.0000151,0.0036,0.0004,0.002,0.0016,0.0036
-0.00001508,0.0116,-0.0016,0.0032,0.0008,0.0032
-0.00001506,0.01,-0.0004,0.004,0.0036,0.0076
-0.00001504,0.0108,-0.0024,0.0016,0.0028,0.01
-0.00001502,0.0044,-0.0024,0.0024,0.0004,0.0116
-0.000015,0.0008,-0.0024,0,-0.0056,0.0124
-0.00001498,-0.0024,-0.0032,-0.0004,-0.0092,0.0088
-0.00001496,-0.0036,0.0012,0.0012,-0.0124,0.0076
-0.00001494,-0.0032,-0.002,0.0024,-0.006,-0.0012
-0.00001492,0.0008,0.0004,0.0032,-0.0048,-0.0036
-0.0000149,-0.0016,-0.0048,0.0044,-0.0012,-0.0028
-0.00001488,0.0092,0.0008,0.0044,-0.0008,0.0012
-0.00001486,0.002,0.0008,0.0028,-0.0008,0.0032
-0.00001484,0.0068,0.0056,-0.0028,-0.0008,0.0048
-0.00001482,-0.0028,0.0084,-0.0068,-0.0012,0.0032
-0.0000148,0.002,0.0072,-0.004,-0.0008,0.0048
-0.00001478,-0.0036,0.008,-0.0064,0.002,0.0032
-0.00001476,-0.0008,0.0012,-0.0024,0.0032,0.0008
-0.00001474,-0.0024,-0.0016,-0.0032,0.0072,-0.0004
-0.00001472,0.0004,-0.0116,0.0052,0.0012,-0.0032
-0.0000147,-0.0032,-0.012,0.0064,0.0028,0.0012
-0.00001468,0.0004,-0.0112,0.0108,0.0032,0.0048
-0.00001466,-0.0048,-0.0064,0.0084,0.0024,0.006
-0.00001464,-0.0036,0,0.004,-0.002,0.0076
-0.00001462,-0.0096,0.0032,-0.0024,-0.006,0.0068
-0.0000146,-0.0056,0.01,-0.0056,-0.0064,0.0056
-0.00001458,-0.0032,0.0092,-0.0068,-0.004,0.0052
-0.00001456,0.002,0.0092,-0.0092,0.0012,0.0016
-0.00001454,0.0052,0.0004,-0.006,0.0024,0
-0.00001452,0.0064,0.0004,-0.0004,0.0044,0.0012
-0.0000145,0.0068,-0.006,0.004,0.0072,0.0044
-0.00001448,0.0016,-0.0048,0.008,0.006,0.008
-0.00001446,-0.002,-0.0068,0.006,0.0076,0.0092
-0.00001444,-0.0064,-0.0064,0.0044,0.0004,0.0084
-0.00001442,-0.0072,-0.0032,0.0028,-0.0056,0.0056
-0.0000144,-0.0036,0.0004,0.0032,-0.0072,0.006
-0.00001438,-0.0016,0.0036,-0.0004,-0.0088,0.0028
-0.00001436,0.0008,-0.0012,-0.002,-0.0076,0.0008
-0.00001434,-0.0004,0.0016,0.0016,-0.01,0.0004
-0.00001432,0.0032,-0.0032,0.0052,-0.004,0.0032
-0.0000143,0.0016,0,0.0048,0.0032,0.0068
-0.00001428,0.002,-0.0024,0.0036,0.0076,0.008
-0.00001426,-0.0012,-0.002,0.0008,0.0096,0.0072
-0.00001424,-0.0024,0.002,-0.0068,0.0032,0.006
-0.00001422,-0.0008,0.0032,-0.0076,-0.0004,0.0036
-0.0000142,-0.0028,0.0032,-0.0112,-0.0048,0.002
-0.00001418,0.0028,0.002,-0.0036,0.0024,-0.0028
-0.00001416,0,-0.0036,-0.0032,0,-0.0024
-0.00001414,0.0056,-0.004,0.0064,0.0048,-0.0004
-0.00001412,0.002,-0.0068,0.004,0.0032,0.002
-0.0000141,0.0004,-0.004,0.0056,0.0104,0.0052
-0.00001408,-0.006,-0.008,0,0.0068,0.0072
-0.00001406,-0.0112,0.0028,-0.0012,0.0068,0.0072
-0.00001404,-0.0112,0.0016,-0.0024,-0.002,0.0032
-0.00001402,-0.0104,0.0124,-0.0072,-0.004,0.0056
-0.000014,-0.004,0.0084,-0.0076,-0.0048,-0.0016
-0.00001398,-0.002,0.0088,-0.0076,-0.0028,-0.002
-0.00001396,0.0052,0.002,-0.0032,-0.0008,-0.0012
-0.00001394,0.0108,0.0012,-0.002,0.0012,0.0016
-0.00001392,0.008,-0.002,-0.0024,0.0024,0.0052
-0.0000139,0.0088,-0.0008,-0.0056,0.0072,0.008
-0.00001388,-0.002,0.0008,-0.0036,0.0056,0.0072
-0.00001386,-0.0012,0.0008,-0.0048,0.0044,0.008
-0.00001384,-0.0088,0.0048,0.0012,-0.0032,0.0064
-0.00001382,-0.004,0.0012,0.0016,-0.0012,0.0028
-0.0000138,-0.0072,0.0024,0.004,-0.0032,0.0028
-0.00001378,-0.0016,-0.0024,0.0024,-0.002,-0.0032
-0.00001376,-0.0004,-0.0036,0.0052,-0.0036,-0.0004
-0.00001374,0.006,-0.0016,0.0028,-0.0072,0
-0.00001372,0.0064,0.002,0.0024,-0.0052,0.006
-0.0000137,0.0048,0.0056,-0.006,-0.0048,0.0048
-0.00001368,0.002,0.008,-0.0048,-0.0004,0.0084
-0.00001366,-0.0008,0.0072,-0.0108,0.0004,0.008
-0.00001364,0.0004,0.006,-0.0048,0.0036,0.0092
-0.00001362,-0.0004,0.0008,-0.0092,0.0012,0.004
-0.0000136,0.0068,-0.002,-0.002,0.0052,0.0016
-0.00001358,0.0032,-0.0092,-0.0008,-0.0008,-0.0044
-0.00001356,0.0088,-0.0072,0.0088,0.0028,-0.0032
-0.00001354,0.0052,-0.0096,0.0084,-0.0044,-0.0024
-0.00001352,0.0032,-0.0044,0.01,0.0016,0.002
-0.0000135,-0.0032,-0.0048,0.0036,-0.0044,0.0004
-0.00001348,-0.0064,0.0052,-0.0004,0.0004,0.004
-0.00001346,-0.0072,0.006,-0.006,-0.0052,0.0012
-0.00001344,-0.0036,0.0088,-0.006,0.0012,0.0028
-0.00001342,-0.0032,0.0012,-0.0076,0.0008,-0.002
-0.0000134,0.0008,0.0036,-0.0024,0.0064,-0.0008
-0.00001338,0.0004,-0.0036,-0.0032,0.0032,-0.0016
-0.00001336,0.0084,-0.0008,0.0044,0.0048,0.0032
-0.00001334,0.0048,-0.0036,0.0012,0.0008,0.0024
-0.00001332,0.0084,-0.0016,0.0024,-0.0024,0.0068
-0.0000133,0.0012,-0.0024,-0.002,-0.0032,0.0052
-0.00001328,0.0028,-0.0032,-0.0032,-0.0084,0.0056
-0.00001326,-0.0012,0.0016,-0.004,-0.0072,0.0008
-0.00001324,0.0008,0.0004,-0.002,-0.0048,0
-0.00001322,-0.0004,-0.0016,-0.0012,0.0024,-0.0036
-0.0000132,-0.0012,-0.0016,0.0048,0.0028,-0.0004
-0.00001318,0.0024,-0.006,0.0052,0.0072,-0.0008
-0.00001316,-0.0024,-0.0028,0.01,0.0072,0.0044
-0.00001314,-0.0012,-0.0068,0,0.0076,0.004
-0.00001312,-0.006,-0.0024,0.0008,0.0004,0.0076
-0.0000131,0.0008,-0.0016,-0.0088,-0.006,0.0072
-0.00001308,0.0024,0.0048,-0.0072,-0.01,0.0092
-0.00001306,0.0084,0.006,-0.008,-0.0096,0.0056
-0.00001304,0.0072,0.004,-0.0084,-0.0032,0.0048
-0.00001302,0.0096,-0.002,-0.0028,0.0012,0.002
-0.000013,0.0088,-0.0092,0.0004,0.008,0.0044
-0.00001298,0.01,-0.0092,0.0064,0.0044,0.0048
-0.00001296,0.0012,-0.0128,0.0072,0.008,0.0076
-0.00001294,-0.002,-0.0052,0.0044,0.0056,0.0048
-0.00001292,-0.0092,-0.0056,0.006,0.0096,0.0044
-0.0000129,-0.0072,0.0012,0.002,-0.0032,0
-0.00001288,-0.0092,0.002,0.0028,-0.0044,-0.0004
-0.00001286,-0.0028,0.0052,-0.004,-0.008,-0.0052
-0.00001284,0,0.0004,-0.0036,0.0008,-0.004
-0.00001282,0.0044,-0.0004,-0.0056,-0.0012,-0.0032
-0.0000128,0.0064,-0.0048,-0.0036,0.0048,0.0052
-0.00001278,0.004,0.0012,-0.0036,0.0056,0.0068
-0.00001276,0.0024,-0.002,-0.0048,0.0104,0.0128
-0.00001274,-0.0044,0.0028,-0.0052,0.0076,0.01
-0.00001272,-0.0028,0,-0.0036,0.0028,0.0112
-0.0000127,-0.006,0.0044,-0.0036,-0.0016,0.0024
-0.00001268,-0.0028,-0.0008,0.0004,-0.0052,0.0016
-0.00001266,-0.0004,0.0028,-0.0032,-0.0048,-0.0056
-0.00001264,0.0012,-0.006,0.0032,-0.004,-0.0072
-0.00001262,0.0016,-0.0016,0.0012,-0.0028,-0.0076
-0.0000126,0.0008,-0.0052,0.0048,0.0028,0
-0.00001258,-0.0024,0.0024,0.0032,0.0044,0.0024
-0.00001256,-0.0064,0.0008,-0.0012,0.0072,0.0088
-0.00001254,-0.0048,0.0064,-0.006,0.004,0.0084
-0.00001252,-0.0092,0.0048,-0.0096,0.0004,0.01
-0.0000125,0.0008,0.0088,-0.0088,0,0.006
-0.00001248,-0.0012,0.0032,-0.0076,-0.002,0.0064
-0.00001246,0.0092,0,-0.0048,0.0004,0.0024
-0.00001244,0.0072,-0.0052,0.0024,-0.0064,0.0016
-0.00001242,0.014,-0.0048,0.0048,-0.004,0
-0.0000124,0.0084,-0.0032,0.0088,-0.0052,0.0028
-0.00001238,0.0088,-0.004,0.0052,-0.0008,0.0036
-0.00001236,0,0.0024,0.0036,-0.0004,0.002
-0.00001234,-0.0048,-0.0016,-0.0028,0.0016,0.0024
-0.00001232,-0.0076,0.0036,-0.0016,-0.0004,0.0024
-0.0000123,-0.0076,0.0008,-0.0016,0,0.0008
-0.00001228,-0.0056,0.0028,0.0008,0.0016,-0.0004
-0.00001226,-0.0024,-0.0048,0.002,0.0024,-0.0036
-0.00001224,-0.0008,-0.0028,0.0052,0.0016,-0.002
-0.00001222,0.004,-0.0076,0.004,0.0008,-0.0012
-0.0000122,0.0064,-0.002,0.0036,0.0032,0.006
-0.00001218,0.006,-0.006,-0.0032,0,0.0044
-0.00001216,0.004,0.0004,-0.0044,0.0004,0.0084
-0.00001214,0.0004,0,-0.0068,-0.0032,0.006
-0.00001212,0.0008,0.0048,-0.0032,-0.0032,0.006
-0.0000121,0.0004,0.0044,-0.0016,-0.002,-0.0004
-0.00001208,-0.002,0.0004,0.0028,0.002,-0.006
-0.00001206,-0.002,-0.0064,0.002,0.0068,-0.0048
-0.00001204,-0.004,-0.008,0.0092,0.008,-0.008
-0.00001202,-0.002,-0.0032,0.0064,0.008,0
-0.000012,-0.006,-0.006,0.0056,0.0044,-0.0004
-0.00001198,-0.0076,-0.006,-0.0036,0.0032,0.0012
-0.00001196,-0.0084,-0.0004,-0.0052,-0.004,0.0024
-0.00001194,-0.006,0.0048,-0.0056,-0.0072,0.0052
-0.00001192,0.0004,0.0092,-0.0048,-0.006,0.0064
-0.0000119,0.0032,0.0032,-0.0028,-0.002,0.006
-0.00001188,0.0076,0.0004,0.0008,0.0028,0.0064
-0.00001186,0.006,-0.006,0.0052,0.002,0.006
-0.00001184,0.0084,-0.0056,0.0088,0.0016,0.0064
-0.00001182,0.0028,-0.0068,0.006,-0.0028,0.0084
-0.0000118,0.0004,-0.0036,0.006,-0.0008,0.0068
-0.00001178,-0.006,-0.0024,0.0024,-0.0052,0.0028
-0.00001176,-0.0036,0.0016,0.0016,-0.0048,0.0028
-0.00001174,-0.0044,0.0028,0.0016,-0.0088,-0.0008
-0.00001172,0.0012,-0.0012,0.0012,-0.0052,0
-0.0000117,-0.0008,-0.0016,0.0008,-0.0036,-0.0028
-0.00001168,0.0044,-0.0048,0,0.0024,0.0024
-0.00001166,-0.0008,-0.0024,0.0032,0.0032,0.0052
-0.00001164,0.0008,-0.0064,0.0036,0.0044,0.0132
-0.00001162,-0.0028,-0.004,0.0036,0.0056,0.0132
-0.0000116,-0.0048,-0.004,-0.0008,0.0012,0.014
-0.00001158,-0.0044,0.0012,-0.0016,0.0004,0.0092
-0.00001156,-0.0032,-0.0012,-0.002,-0.0088,0.0072
-0.00001154,0.0028,-0.0004,-0.0004,-0.0068,0.0012
-0.00001152,0.0048,-0.0028,-0.002,-0.008,-0.0012
-0.0000115,0.006,-0.0016,0.002,-0.0004,-0.008
-0.00001148,0.0048,-0.0048,-0.0004,0.0016,-0.0028
-0.00001146,0.0036,-0.0004,0.0048,0.006,-0.002
-0.00001144,-0.0024,-0.0012,0.0036,0.0096,0.0036
-0.00001142,-0.0072,0.0012,0.0016,0.0096,0.0036
-0.0000114,-0.0132,0.002,-0.0028,0.0108,0.006
-0.00001138,-0.012,0.0012,-0.01,0.0052,0.0072
-0.00001136,-0.0108,0.0028,-0.0064,0.0008,0.0044
-0.00001134,-0.0012,0.0008,-0.0088,-0.0008,0.002
-0.00001132,0.0012,0.0028,-0.0004,-0.0024,0
-0.0000113,0.01,-0.002,-0.0028,-0.0024,0.0008
-0.00001128,0.0072,0,0.0072,-0.0048,0.002
-0.00001126,0.008,-0.0004,0.006,-0.0036,0.0052
-0.00001124,0.0016,0.0044,0.0072,-0.0008,0.008
-0.00001122,-0.002,0.0052,0.0008,0.0004,0.01
-0.0000112,-0.0068,0.0068,-0.0068,-0.0008,0.0056
-0.00001118,-0.006,0.0064,-0.0068,-0.0048,0.0048
-0.00001116,-0.004,0.006,-0.008,-0.002,-0.002
-0.00001114,-0.002,0.0024,-0.002,-0.0008,-0.0032
-0.00001112,-0.0008,-0.0012,0.0004,0.0036,-0.0056
-0.0000111,0.0032,-0.0072,0.0076,0.002,-0.0052
-0.00001108,0.0052,-0.0048,0.0068,0.004,0.0028
-0.00001106,0.0036,-0.0036,0.0052,-0.0004,0.0056
-0.00001104,0.0016,0.0016,-0.0036,0.0016,0.0108
-0.00001102,-0.0016,0.004,-0.004,-0.0012,0.0112
-0.000011,0,0.0076,-0.0068,-0.0044,0.0112
-0.00001098,-0.0008,0.0096,0,-0.006,0.0076
-0.00001096,0.0008,0.006,0,-0.006,0.0024
-0.00001094,-0.002,0.004,0.004,0.0004,-0.0024
-0.00001092,0.0032,-0.0036,0.0016,-0.0008,-0.0048
-0.0000109,0.0028,-0.0036,0.0076,0.0056,-0.0032
-0.00001088,0.0056,-0.0028,0.006,-0.0012,-0.0024
-0.00001086,-0.0012,0.0012,0.0052,0.0044,0
-0.00001084,-0.0004,0,-0.0016,0,-0.0004
-0.00001082,-0.0056,0.0052,-0.002,0.0008,-0.0004
-0.0000108,-0.0032,0.0064,-0.006,-0.0004,-0.0004
-0.00001078,-0.0024,0.0064,-0.0048,-0.0016,0.0024
-0.00001076,0.0016,0.0012,-0.0064,0.0032,-0.0012
-0.00001074,0.002,-0.0012,-0.0024,0.0048,-0.0012
-0.00001072,0.0008,-0.006,0.0004,0.004,-0.0024
-0.0000107,0.0012,-0.0052,0.0072,0.002,0
-0.00001068,0.0008,-0.0008,0.0088,-0.0024,0.0016
-0.00001066,0.0004,0.0004,0.0068,-0.0024,0.0012
-0.00001064,-0.0016,0.0068,0.0024,-0.0068,-0.0016
-0.00001062,0.0028,0.0056,0.0028,-0.008,-0.0012
-0.0000106,-0.0008,0.0088,-0.0052,-0.0108,-0.0024
-0.00001058,0.0048,0.0044,-0.0036,-0.008,-0.002
-0.00001056,0.0024,0.002,-0.0064,0.0004,-0.006
-0.00001054,0.0048,-0.0036,-0.0048,0.0028,-0.002
-0.00001052,0.0008,-0.0056,-0.0028,0.0084,-0.002
-0.0000105,0.0012,-0.006,0.004,0.006,0.004
-0.00001048,-0.0036,-0.0076,0.002,0.0044,0.0068
-0.00001046,-0.0048,-0.002,0.0072,0.0024,0.0064
-0.00001044,-0.0032,-0.006,0.002,-0.0032,0.0056
-0.00001042,0.0004,0.0004,0.0052,-0.01,0.0028
-0.0000104,0.0064,0,0.0004,-0.0108,0.0016
-0.00001038,0.0076,0.0044,0.0024,-0.0104,-0.0016
-0.00001036,0.0084,0.0008,-0.0012,-0.0052,-0.0004
-0.00001034,0.0036,0.0008,0.0028,-0.0052,-0.0012
-0.00001032,0.0004,-0.0016,0.0036,0.0052,0.004
-0.0000103,-0.002,-0.0008,0.0024,0.0056,0.0044
-0.00001028,-0.0064,-0.0016,-0.0012,0.0092,0.0068
-0.00001026,-0.0084,-0.0032,-0.0048,0.0088,0.006
-0.00001024,-0.006,-0.0032,-0.0056,0.002,0.004
-0.00001022,-0.0028,-0.0028,-0.0048,-0.0008,0.0004
-0.0000102,0.0028,-0.0032,-0.0024,-0.0024,-0.0016
-0.00001018,0.0008,-0.0064,-0.0008,-0.0004,-0.0016
-0.00001016,0.0064,-0.0064,0.0004,0.0012,-0.0048
-0.00001014,-0.0024,-0.0068,0.002,0.0032,0.0004
-0.00001012,0.004,-0.0036,0.0008,0.0016,0.0012
-0.0000101,-0.0088,0.0012,0.0016,0.0036,0.0064
-0.00001008,-0.006,0.0044,-0.0012,0.0016,0.0076
-0.00001006,-0.0144,0.0052,-0.004,-0.002,0.008
-0.00001004,-0.0064,0.006,-0.0036,-0.006,0.0052
-0.00001002,-0.0056,0.0072,-0.0024,-0.0068,0.0004
-0.00001,0.0008,0.0056,-0.0028,-0.0036,-0.0008
-0.00000998,0.0036,0.0012,-0.0004,-0.0004,-0.0092
-0.00000996,0.0052,-0.0032,-0.0016,0.0024,-0.0044
-0.00000994,0.0052,-0.0056,0.0004,0.0028,-0.0024
-0.00000992,-0.0016,-0.0032,-0.0028,0.004,0.0072
-0.0000099,-0.0016,-0.0004,-0.004,0.0056,0.0072
-0.00000988,-0.0084,0.0036,-0.0096,0.0012,0.0096
-0.00000986,-0.0064,0.0056,-0.0044,0.0004,0.0072
-0.00000984,-0.0076,0.0048,-0.0064,-0.006,0.0072
-0.00000982,0.0008,0.0052,0.0044,-0.0036,0.0028
-0.0000098,-0.0008,0.0036,0.0036,-0.0044,-0.0016
-0.00000978,0.004,-0.0016,0.0108,-0.0024,-0.0048
-0.00000976,0.0024,-0.0008,0.0088,-0.006,-0.0008
-0.00000974,0.0032,0,0.01,-0.0048,0.0012
-0.00000972,0.002,0.0056,0.002,-0.0016,0.0056
-0.0000097,-0.002,0.0048,-0.0032,-0.0004,0.0052
-0.00000968,-0.0012,0.0084,-0.0104,0.0016,0.0032
-0.00000966,-0.0032,0.0032,-0.0084,0.0008,0.0036
-0.00000964,0.0016,0.0044,-0.0104,0.0016,0.0028
-0.00000962,0.0012,-0.004,-0.0036,0.0056,0.0008
-0.0000096,0.0044,-0.0068,-0.0044,0.0056,-0.0016
-0.00000958,0.0008,-0.01,0.0044,0.0076,-0.0044
-0.00000956,0.002,-0.0092,0.0056,0.0048,-0.0016
-0.00000954,-0.0028,-0.0016,0.0112,-0.0004,-0.002
-0.00000952,-0.0036,0.0028,0.008,-0.0008,0
-0.0000095,-0.006,0.0092,0.0032,-0.0048,0.0004
-0.00000948,-0.0048,0.0064,-0.0028,-0.0072,-0.0012
-0.00000946,-0.0008,0.0124,-0.006,-0.0072,0.0012
-0.00000944,0.0004,0.0064,-0.0076,-0.0048,-0.0036
-0.00000942,0.0028,0.0084,-0.0052,-0.0004,-0.0024
-0.0000094,0.0016,-0.0036,-0.0056,0.0044,-0.006
-0.00000938,0.0012,-0.004,0.0024,0.0084,-0.004
-0.00000936,0.002,-0.0096,0.0012,0.0096,-0.0012
-0.00000934,0.0012,-0.0052,0.0016,0.0088,0.0004
-0.00000932,0.002,-0.006,-0.0024,0.0072,0.0012
-0.0000093,0.0016,-0.0004,-0.004,-0.0016,-0.0012
-0.00000928,0.0016,0.0028,-0.0064,-0.0048,0.0008
-0.00000926,0.0056,0.008,-0.0076,-0.01,-0.0016
-0.00000924,0.004,0.006,-0.0016,-0.0056,-0.0036
-0.00000922,0.006,0.0076,0.006,-0.0056,-0.004
-0.0000092,-0.0012,0.002,0.0076,-0.0036,-0.0028
-0.00000918,0.002,0.0028,0.0116,-0.0036,0.002
-0.00000916,-0.0048,-0.0016,0.0088,-0.002,0.0044
-0.00000914,-0.002,0.0012,0.0064,0.002,0.0056
-0.00000912,-0.0024,-0.002,-0.002,-0.0028,0.0048
-0.0000091,0.002,0.0024,-0.006,-0.0048,0.0048
-0.00000908,0.0084,0.0012,-0.004,-0.0104,0.002
-0.00000906,0.0092,-0.0004,-0.0032,-0.006,0.0004
-0.00000904,0.0124,-0.0068,0.0024,-0.0008,-0.0048
-0.00000902,0.006,-0.0104,-0.0032,0.0048,-0.002
-0.000009,0.0052,-0.0112,0.0036,0.0076,-0.0028
-0.00000898,0,-0.0088,0,0.006,0.0044
-0.00000896,-0.0028,-0.0016,0.0048,0.0068,0.0056
-0.00000894,-0.0056,-0.0008,0.002,0.0056,0.0072
-0.00000892,-0.0064,0.0024,0.004,0,0.0044
-0.0000089,-0.0032,0.0008,0.0056,-0.0068,0.002
-0.00000888,0.0008,0.0072,0.0052,-0.0096,0
-0.00000886,0.0008,0.0048,0.0056,-0.0084,-0.0036
-0.00000884,0.0036,0.0008,0.0004,-0.002,-0.0016
-0.00000882,0.002,-0.0068,-0.0008,0,-0.0028
-0.0000088,0.004,-0.0056,-0.0028,0.0052,0.0012
-0.00000878,-0.0004,-0.0028,-0.0008,0.0064,0.0032
-0.00000876,0.0008,-0.002,-0.006,0.0104,0.0056
-0.00000874,-0.0032,-0.0032,-0.0032,0.0108,0.0052
-0.00000872,0,-0.002,-0.008,0.0052,0.0032
-0.0000087,0.0016,-0.0032,0,0.0016,0.002
-0.00000868,0.0052,-0.0032,-0.004,-0.0016,-0.0016
-0.00000866,0.004,-0.0048,0.0036,-0.0012,-0.0028
-0.00000864,0.0056,-0.0012,0.0048,-0.0016,-0.0084
-0.00000862,0.0008,0.0036,0.0088,-0.0024,-0.0048
-0.0000086,-0.0008,0.0068,0.0096,-0.004,-0.002
-0.00000858,-0.006,0.0092,0.0076,-0.004,0.0032
-0.00000856,-0.0032,0.0076,-0.0008,0.0004,0.0056
-0.00000854,-0.0092,0.0068,-0.0052,0.0004,0.0088
-0.00000852,-0.0032,0.0024,-0.0084,0,0.0084
-0.0000085,0.0016,-0.0004,-0.004,-0.0028,0.0072
-0.00000848,0.0084,-0.0068,-0.0024,-0.0044,0.0044
-0.00000846,0.0124,-0.0096,0,0.0012,-0.0008
-0.00000844,0.006,-0.0092,0.0028,0.0028,-0.0008
-0.00000842,0.0064,-0.0076,0.0032,0.0036,-0.0028
-0.0000084,-0.0044,-0.0028,0.0068,0.0004,0.0024
-0.00000838,-0.002,-0.0008,0.0012,0.002,0.0004
-0.00000836,-0.006,0.0064,0,-0.0004,0.0032
-0.00000834,-0.0032,0.008,-0.0048,0.0012,0.0036
-0.00000832,-0.006,0.01,-0.002,-0.0036,0.0016
-0.0000083,-0.0024,0.0068,-0.0032,0,0.0044
-0.00000828,-0.0028,0.0048,0.0008,0.0004,0.0024
-0.00000826,0,-0.002,0.0024,0.0044,0.0044
-0.00000824,-0.004,-0.006,0.006,0.0028,0.0036
-0.00000822,-0.002,-0.008,0.006,0.0016,0.0048
-0.0000082,-0.004,-0.004,0.0048,0.0032,0.0044
-0.00000818,-0.0008,-0.004,-0.0048,0.0048,0.0016
-0.00000816,-0.002,0.0016,-0.0048,0.0032,0.0016
-0.00000814,0.0044,-0.002,-0.0108,-0.0028,-0.0016
-0.00000812,0.006,0.0028,-0.0044,-0.0016,-0.0012
